40s,Red Chainsaw,Long Field Jacket,Ivowy Suede Moccasin,Buzz cut hair,Black Disposable Mask,Nurse,Late Night,Members Only Studyroom,Dishwasher Sound,Fibrous Tissues
30s,Green Utility Knife,Vest With Slits,German Army Trainers,Black Short Babyperm,Nose Piercing,Director,Deep Dawn,Dumpster,Gas Range On,Bloodstained Everywhere
40s,Wire Saw,Undershirt,Black Leather Loafer,Bob Hair,Drop earrings,Athletic Trainer,Deep Dawn,Motel in Backstreet,Water Shaking,Cigarette Butts
40s,"Walther PPK ",Long buttonless Cardigan,Black Converse,Short Curly Hair,Wide Leather Bracelet,Mart Cashier,Morning,Shared Office Toilet,Crack Knuckles,Disposable Lighter
20s,Hydrochloric Acid,Purple Short Cardigan,Chess Patteren loafer,Pixie Cut,Tennis Wristband,Soldier,Late Afternoon,Amusement Park Pillar,Bearing Groaning,Light Brown Hair
50s,Sulfuric Acid,Stripe Turtleneck Knit,Blue Football Boots,Mid-long Straight Hair,Engagement Ring,Hotel Receptionist,Night,Fire Escape Building,Sound of Wave,Scorch Mark
50s,Black Belt,Jersey Zip Hoodie,White Platform Sneakers,Bob With Bangs,Black Disposable Mask,Soldier,Night,SUV Passenger Seat,Grill the Meat,Maggot
20s,Duct Tape,Grey Knit Shirt,Black Low Sneakers,Pixie Cut,Black Disposable Mask,Mechanic,Late Night,Big Old Arboretum,Running Treadmill,Bullet
60s,Disposable Syringe,China Collar Shirt,Ivowy Suede Moccasin,Black Short Babyperm,Black Backpack,Athlete,Morning,Messy Club,Wooden Weapon Falling,Fingerprints
30s,Tetrodotoxin Powder,Duck Patch Hoodie,Ochre Leather Loper,Mid-long Ponytail,Tennis Wristband,Mart Cashier,Deep Dawn,Cargo Truck Back,Chewing Gum,Black Wig Hair
50s,Wooden Handle Hatchet,Green Hiking Jacket,Black Dress Shoes,Brown Short Babyperm,Skull Shaped Ring,Doctor,Deep Dawn,Messy Goshiwon,Finger Snap,Arson Attempt
30s,Green Paring Knife,Logo Printed Windbreaker,White Basketball Shoes,Brown Short Babyperm,Eyebrow Piercing,Librarian,Night,Room Cafe,Cutting Something,Body Hair
40s,Disposable Syringe,Printed White Tshirt,White Platform Sneakers,Long Permed Hair,Skull Shaped Ring,Mart Cashier,Early Morning,Small Old Supermarket,Sound of Wave,Disposable Lighter
20s,Dental Drill,Green Hiking Jacket,Ivory Converse,Cherry Red Hair,Electronics Anklet,Actor,Night,Cafe Terrace,Cutting Something,Bullet
20s,Fabric Scissors,Long Sleeve Tshirt,Ochre Leather Loper,Long Hair,Engagement Ring,Janitor,Morning,Officetel Underground Parkinglot,Computer Mouse Clicking,Lipstick Stained Cigarette
20s,Black Handled Scissors,Long Field Jacket,White Platform Sneakers,Perm With Bangs,Millitary Backpack,Lawyer,Late Night,Karaoke Underground,Reading Buddhist Text,Excrements
60s,Shinai,Undershirt,White Basketball Shoes,Low Ponytail,Black Disposable Mask,Chef,Late Night,Small Old Supermarket,Propeller Sound,Black Hair
30s,Wooden Board,Undershirt,White Running Shoes,Short Permed Hair,Thick Chain Nechlace,Cleaner,Late Night,Dumpster,Irregular Walking Sound,Excrements
20s,Piano Wire,Jersey Zip Hoodie,Knee High Wellies,Dandy Hairstyle,Electronics Anklet,Nurse,Night,SUV Passenger Seat,Water Flowing Sound,Paint Stain
30s,Rusty Shotgun,Crop Vest Knit,Chess Patteren loafer,Buzz cut hair,Cross Charm Bracelet,Hotel Receptionist,Late Night,Town Hall,Running Treadmill,Bloodstained Everywhere
30s,Wooden Handle Cleaver,Khaki Tshirt,Black Long Boots,Long Hair,Wide Leather Bracelet,Athletic Trainer,Morning,Inn Near Brothel,Sand Stepping Barefoot,Maggot
20s,Police Nightstick,Duck Patch Hoodie,White Basketball Shoes,Long Permed Hair,Tennis Wristband,Janitor,Late Night,Self Service Cafe,Bearing Groaning,Written In Blood
60s,Wood Branch,Long Padded Coat,Thigh High Wellies,Cherry Red Hair,Buddhist Bead Bracelet,Nurse,Late Night,Sashimi Restaurant,Backpack Stuff Shaking,Used Toilet Paper
50s,Water,Undershirt,Black Low Sneakers,Mid-long Curly Hair,Thick Chain Nechlace,Soldier,Early Morning,Messy Goshiwon,TV Sports Commentaries,Nail Tips
70s,Fabric Scissors,Pilot Bomber Jacket,Logo Printed Slider,Long Brown hair,Millitary Backpack,Nurse,Around Midnight,Single Corridor Apartment,TV Sports Commentaries,Black Hair
60s,Wooden Crutch,Undershirt,German Army Trainers,Short Permed Hair,Thick Chain Nechlace,Cleaner,Night,Shared Office Toilet,People Having Conversation,Footprint 245mm Highheels
20s,Jute Twine,Lace Blouse,Chess Patteren loafer,Perm With Bangs,Cross Charm Bracelet,Lawyer,Late Afternoon,Shared Office Toilet,Chalkboard Scraping,Glass Fragments
70s,Wrapped Knife,Grey Hiking Jacket,Bare Foot,Dandy Hairstyle,Thick Chain Nechlace,Doctor,Early Morning,Lonesome Bus Station,Crack Knuckles,Arson Attempt
20s,Prosthetic Leg,Grey Hiking Jacket,Ochre Leather Loper,Mid-long Ponytail,Buddhist Bead Bracelet,Soldier,Deep Dawn,Closed Factory,Remote Air Conditioner,Excrements
40s,Tetrodotoxin Powder,Blue Shirt,Black Long Boots,Short Permed Hair,Drop earrings,Photographer,Late Afternoon,Big Old Arboretum,Phone Alarm Ringing,Black Wig Hair
70s,Beer Bottle,Purple Short Cardigan,Ochre Leather Loper,Pomade Hair,Stud Earrings,Engineer,Night,Night Mountain,Bearing Groaning,Women`s Underwear
20s,Thick Rubber Wire,Blue Shirt,Brown Leather Loafer,Long Brown hair,Millitary Backpack,Chef,Late Night,Town Hall,Slip and Crash,Fingerprints
30s,Wooden Handle Hatchet,Crop Vest Knit,Ochre Leather Loper,Pixie Cut,Skull Shaped Ring,Chef,Early Morning,Messy Dumpster Alley,Remote Air Conditioner,Paint Stain
20s,Tetrodotoxin Powder,Ivy League Hoodie,Chess Patteren loafer,Mid-long Curly Hair,Millitary Backpack,Soldier,Early Morning,Messy Dumpster Alley,Crack Knuckles,Black Hair
20s,Black Belt,Grey Fleece Hoodie,Knee High Wellies,Comma Hairstyle,Tennis Wristband,Engineer,Early Morning,Cafe Terrace,Gas Range On,Fibrous Tissues
20s,Broken Beer Bottle,Cotton Zip Hoodie,Red Converse,Mid-long Curly Hair,Cross Charm Bracelet,Nurse,Deep Dawn,Subway Station Entrance,Birds Singing,Fibrous Tissues
60s,Glacial Acetic Acid,White Tshirt,Black Low Sneakers,Black Short Babyperm,Wide Leather Bracelet,Mart Cashier,Deep Dawn,Motel in Downtown,Hammering Sound,Feather
40s,Fire Poker,Pilot Bomber Jacket,White Stained Boots,Short Permed Hair,Tennis Wristband,Hotel Receptionist,Deep Dawn,Deep Forest,Crack Knuckles,Crumpled Cigarette Package
20s,Yellow Box Cutter,Brown Wool Coat,Ivowy Suede Moccasin,Pomade Hair,Charm Earrings,Cleaner,Late Afternoon,Dormitory High School,Pipe Hitting Wall,Nail Tips
50s,Round Edged Stone,Long Field Jacket,Ivowy Suede Moccasin,Dandy Hairstyle,Millitary Backpack,Athletic Trainer,Deep Dawn,Messy Dumpster Alley,Reading Buddhist Text,Bullet
40s,Thick Rubber Wire,Long Padded Coat,White Stained Boots,Pink Permed Hair,Electronics Anklet,Athlete,Late Night,Hostel (Mixed Dorm),Computer Mouse Clicking,Used Toilet Paper
20s,Wooden Baseball Bat,Khaki Tshirt,Suede Boat shoes,Brown Short Babyperm,Millitary Backpack,Hotel Receptionist,Night,Middle School,TV Sports Commentaries,Black Powder
30s,Old Striped Tie,Logo Printed Windbreaker,White Basketball Shoes,Long Permed Hair,Lion Shaped Ring,Hotel Receptionist,Morning,PC cafe,Finger Snap,Black Wig Hair
40s,Submachine Gun AR-18,Blue Shirt,White Platform Sneakers,Mid-long Ponytail,Black Disposable Mask,Soldier,Night,Old Snack Bar,Cutting Something,Irregular Footprints
50s,Pure Nicotine,Vest With Slits,Knee High Wellies,Long Hair,Skull Shaped Ring,Professor,Deep Dawn,Amusement Park Pillar,Cat Meow,Chewed Gum
20s,Thick Rubber Wire,Lace Blouse,German Army Trainers,Pomade Hair,Millitary Backpack,Chef,Morning,Old Snack Bar,Neon Sign Noise,Empty Cartridge
40s,Porcelain Pot,Blue Shirt,Ivowy Suede Moccasin,Short Hair,Millitary Backpack,Soldier,Late Night,Old DVD room,Grind one`s Teeth,Nail Tips
60s,Monkey Wrench,Stripe Tshirt,Ochre Leather Loper,Pink Permed Hair,Millitary Backpack,Mechanic,Late Night,Blackout Parking Lot,Propeller Sound,Black Hair
40s,Piano Wire,Long Padded Coat,Ivory Converse,Black Short Babyperm,Engagement Ring,Janitor,Night,Sashimi Restaurant,Quite Conversation,Fly
50s,Disposable Syringe,Blue Shirt,Black Long Boots,Pink Permed Hair,Wide Leather Bracelet,Soldier,Night,Officetel Staircase,Cutlery Falling down,Excrements
20s,Crosshead Screwdriver,Grey Hiking Jacket,Red Converse,Short Permed Hair,Thick Chain Nechlace,Hotel Receptionist,Deep Dawn,Old Snack Bar,Dog Barking,Black Wig Hair
30s,Shinai,Blue Shirt,Blue Colored Boots,Long Brown hair,Electronics Anklet,Professor,Deep Dawn,Blackout Parking Lot,Cars On Highway,Lipstick Stained Cigarette
30s,Rusty Pickaxe,Logo Printed Windbreaker,Ivory Converse,Long Hair,Left Ear Pierced,Mart Cashier,Night,Underground Grocery Store,Draw On Asphalt,Empty Cartridge
40s,Charging Cable,Brown Wool Coat,White Running Shoes,Long Brown hair,Eyebrow Piercing,Chef,Deep Dawn,Dormitory High School,Cars On Highway,Solid Blood
20s,Submachine Gun K16,Yellow Short Cardigan,Black Low Sneakers,Mid-long Hair,Tennis Wristband,Engineer,Early Morning,Inside Taxi,Cutting Something,Arson Attempt
50s,"Walther PPK ",Printed White Tshirt,White Running Shoes,Black Short Babyperm,Millitary Backpack,Chef,Early Morning,Shared Office Toilet,Fan Sound,Fly
20s,Dental Drill,Long Padded Coat,White Platform Sneakers,Long Permed Hair,Black Backpack,Model,Night,Party Room,Dog Barking,Disposable Lighter
50s,Sharp Edged Stone,Crop Vest Knit,Combat Boots,Short Permed Hair,Thick Chain Nechlace,Nurse,Late Night,School Reunions,Whistle,Body Hair
30s,Rusty Pickaxe,Undershirt,White Platform Sneakers,Black Short Babyperm,Thick Chain Nechlace,Cleaner,Late Afternoon,Semi Basement Apartment,Pipe Hitting Wall,Feather
40s,Poisoned Medicine,Yellow Short Cardigan,Thigh High Wellies,Comma Hairstyle,Cross Charm Bracelet,Engineer,Late Night,Lecture Hall,Sound of Wave,Puppa Maggot
60s,Wooden Handle Cleaver,Printed Black Tshirt,White Platform Sneakers,Perm With Bangs,Colorful Bracelets,Nurse,Around Midnight,Deep Forest,Cutting Something,Excrements
20s,White Silk Curtain,Undershirt,Bare Foot,Pixie Cut,Silver Stainless Ring,Model,Morning,Big Square Onstage,Phone Alarm Ringing,Irregular Footprints
30s,Wrapped Blowfish Sashimi,Old Denim Jacket,Bare Foot,Comma Hairstyle,Skull Shaped Ring,Professor,Late Afternoon,Famous Traditional Market,Cat Meow,Crumpled Cigarette Package
30s,Tetrodotoxin Powder,Long Padded Coat,Black Dress Shoes,Pomade Hair,Tennis Wristband,Cleaner,Morning,Lonesome Bus Station,Chewing Paper Cup,Feather
20s,Pesticide,Long Padded Coat,White Platform Sneakers,Comma Hairstyle,Black Backpack,Athletic Trainer,Morning,Old Guest House,Keyboard Sound,Headlight
20s,Rusty Hammer,Pilot Bomber Jacket,White Basketball Shoes,Black Short Babyperm,Engagement Ring,Banker,Late Night,Inn Near Brothel,Gas Range On,Nail Tips
20s,Venomous Snake Cage,Bulletproof Vest,Black Dress Shoes,Dandy Hairstyle,Engagement Ring,Janitor,Early Morning,New Guest House,Skid Sounds,Chewed Gum
30s,Bottle of Propofol,Cotton Zip Hoodie,Black Converse,Comma Hairstyle,Eyebrow Piercing,Actor,Late Night,Major Bank,Water Shaking,Fly
20s,Duct Tape,Grey Fleece Hoodie,Knee High Wellies,Brown Short Babyperm,Engagement Ring,Cleaner,Late Night,Old Studio Apartment,Twisting Jaw joint,Scorch Mark
40s,Water,Undershirt,German Army Trainers,Short Curly Hair,Buddhist Bead Bracelet,Banker,Morning,Single Corridor Apartment,Beat Against Wall,Maggot
60s,Wooden Baseball Bat,Grey Knit Shirt,Brown Leather Loafer,Comma Hairstyle,Buddhist Bead Bracelet,Nurse,Deep Dawn,Inn Near Brothel,Digging With Shovel,Scorch Mark
60s,Mechanical Pencil,Jersey Zip Hoodie,Strapped Leather Sandal,Short Hair,Engagement Ring,Nurse,Morning,Night Mountain,Cars On Highway,Lipstick Stained Cigarette
30s,Submachine Gun AR-18,Undershirt,Blue Football Boots,Bob With Bangs,Silver Stainless Ring,Nurse,Night,Officetel Underground Parkinglot,Propeller Sound,Disposable Lighter
50s,Round Edged Stone,Undershirt,Bare Foot,Comma Hairstyle,Cross Charm Bracelet,Engineer,Deep Dawn,Shared Office Toilet,Fan Sound,Light Brown Hair
50s,Sulfuric Acid,Lace Blouse,Thigh High Wellies,Dandy Hairstyle,Chocker Necklace,Lawyer,Early Morning,Lonesome Bus Station,Propeller Sound,Footprint 240mm Loper
20s,Charging Cable,Green Hiking Jacket,Black Leather Loafer,Perm With Bangs,Silver Stainless Ring,Nurse,Night,Self Service Bar,Hammering Sound,Skid Mark
40s,Fishing Wire,Logo Printed Windbreaker,Logo Printed Slider,High Ponytail,Electronics Anklet,Nurse,Morning,School Reunions,Draw On Asphalt,Black Hair
30s,Heroine,Long buttonless Cardigan,White Running Shoes,Brown Short Babyperm,Leg Prosthetics,Mart Cashier,Late Night,Small Cafe,Reading Buddhist Text,Fibrous Tissues
20s,Metal Pipe,Long Padded Coat,Suede Boat shoes,Black Short Babyperm,Colorful Bracelets,Athlete,Late Night,Party Room,Sand Stepping Barefoot,Excrements
70s,Pry Bar,Long buttonless Cardigan,Blue Football Boots,Mid-long Straight Hair,Millitary Backpack,Actor,Late Afternoon,Officetel Underground Parkinglot,Gas Range On,Disposable Lighter
20s,Pesticide,Logo Printed Windbreaker,White Running Shoes,Long Black Hair,Charm Earrings,Model,Morning,SUV Passenger Seat,Drilling,Arson Attempt
20s,Black Belt,Khaki Tshirt,White Platform Sneakers,Bob With Bangs,Colorful Bracelets,Nurse,Late Night,Officetel Management Office,Draw On Asphalt,Arson Attempt
30s,Remington M7188,Black Hiking Jacket,Black Low Sneakers,Dandy Hairstyle,Hand Prothetics,Sanitation Worker,Late Night,Major Bank,Electric Fan Sound,Women`s Underwear
30s,Potassium Cyanide,Vest With Slits,Black Converse,Long Hair,Cross Charm Bracelet,Guard,Late Afternoon,Dumpster,Drilling,Paint Stain
30s,Water,Grey Knit Shirt,Strapped Leather Sandal,Long Layered Hair,Gold Cross Necklace,Professor,Around Midnight,Lonesome Bus Station,Birds Singing,Fingerprints
70s,Thick Rubber Wire,Jersey Zip Hoodie,Brown Flip Flop,Long Hair,Thick Chain Nechlace,Mart Cashier,Morning,Night Mountain,Finger Snap,Bloodstained Everywhere
20s,Cocaine,Stripe Tshirt,Strapped Leather Sandal,Bald Hair,Thick Chain Nechlace,Banker,Early Morning,Old Guest House,Washing Machine Sound,Black Hair
30s,Wrapped Blowfish Sashimi,Brown Wool Coat,Ochre Leather Loper,Long Hippie Perm,Silver Stainless Ring,Chef,Deep Dawn,Subway Station Entrance,Propeller Sound,Fibrous Tissues
20s,Flathead Screwdriver,Emerald Coach Jacket,Black Long Boots,Comma Hairstyle,Left Ear Pierced,Guard,Deep Dawn,Airbnb With Host,Gas Range On,Women`s Underwear
30s,Mechanical Pencil,Luxury Brown Shearing,White Platform Sneakers,Dandy Hairstyle,Cross Charm Bracelet,Doctor,Morning,Inside Taxi,Sand Stepping Barefoot,Light Brown Hair
50s,Red Chainsaw,Jersey Zip Hoodie,White Basketball Shoes,Pomade Hair,Thick Chain Nechlace,Cleaner,Late Night,Night Mountain,Neon Sign Noise,Black Wig Hair
40s,Fire Poker,Grey Knit Shirt,Black Low Sneakers,Perm With Bangs,Electronics Anklet,Mart Cashier,Deep Dawn,Motel in Backstreet,Birds Singing,Nail Tips
20s,Wooden Baseball Bat,Grey Hiking Jacket,Black Leather Loafer,Short Hair,Leg Prosthetics,Guard,Night,Messy Club,Quite Conversation,Maggot
50s,Wodden Handle Shovel,Undershirt,Black Low Sneakers,Cherry Red Hair,Gold Cross Necklace,Chef,Deep Dawn,Inn Near Brothel,Phone Alarm Ringing,Footprint 270mm Sneakers
20s,Sulfuric Acid,Luxury Brown Shearing,Black Converse,Pink Permed Hair,Thick Chain Nechlace,Nurse,Late Night,Office,Chewing Gum,Irregular Footprints
50s,Wooden Handle Hatchet,Grey Hiking Jacket,Bare Foot,Short Hair,Black Disposable Mask,Sanitation Worker,Morning,5 Star hotel,Sound of Wave,Light Brown Hair
30s,Charging Cable,Crop Vest Knit,White Platform Sneakers,Comma Hairstyle,Thick Chain Nechlace,Director,Early Morning,Old Guest House,Neon Sign Noise,Fibrous Tissues
70s,Bottle of Propofol,Blue Shirt,Black Long Boots,Perm With Bangs,Skull Shaped Ring,Guard,Late Night,Night Mountain,Screaming,Solid Blood
70s,Wooden Handle Cleaver,Cotton Zip Hoodie,German Army Trainers,Long Bleached hair,Thick Chain Nechlace,Police Officer,Morning,Room Cafe,Cutlery Falling down,Chewed Gum
30s,BBQ Fork,White Shirt,White Running Shoes,Short Permed Hair,Drop earrings,Janitor,Late Night,Haunted House,People Having Conversation,Used Toilet Paper
50s,Ski Pole,Long Field Jacket,Blue Football Boots,Long Permed Hair,Electronics Anklet,Guard,Early Morning,Hostel (Mixed Dorm),Grill the Meat,Written In Blood
40s,Beer Bottle,Black Hiking Jacket,Black Leather Loafer,Short Hair,Cross Charm Bracelet,Doctor,Morning,Passenger Seat,Fan Sound,Black Hair
60s,Water,Undershirt,Thigh High Wellies,Short Permed Hair,Charm Earrings,Professor,Morning,Cargo Truck Back,Cars On Highway,Light Brown Hair
50s,Teracotta Pot,Grey Hiking Jacket,German Army Trainers,Bald Hair,Gold Cross Necklace,Nurse,Night,Small Cafe,People Having Conversation,Excrements
20s,Wooden Handle Cleaver,Undershirt,Cherry Colored Boots,Mid-long Straight Hair,Cross Charm Bracelet,Sanitation Worker,Late Night,Passenger Seat,Crack Knuckles,Black Wig Hair
50s,Pry Bar,Crop Vest Knit,White Basketball Shoes,Long Curly Hair,Thick Chain Nechlace,Model,Morning,Dumpster,Sound of Wave,Different Soil
60s,Water,Yellow Short Cardigan,Old Leather Oxford,Cherry Red Hair,Tennis Wristband,Chef,Deep Dawn,Old Studio Apartment,Spit On Ground,Feather
50s,Glacial Acetic Acid,Grey Knit Shirt,Red Football Boots,Bob With Bangs,Millitary Backpack,Mart Cashier,Early Morning,Messy Club,Finger Snap,Bullet
30s,Wooden Handle Cleaver,Purple Short Cardigan,White Platform Sneakers,Short Curly Hair,Charm Earrings,Cleaner,Morning,Inn Near Brothel,Bearing Groaning,Women`s Underwear
30s,Wodden Handle Shovel,Printed White Tshirt,White Platform Sneakers,Pomade Hair,Thick Chain Nechlace,Sanitation Worker,Night,Custom Camping Car,Finger Snap,Paint Stain
20s,Old Striped Tie,Ivy League Hoodie,Black Converse,Bob With Bangs,Cross Charm Bracelet,Hotel Receptionist,Late Night,Night Mountain,Reading Buddhist Text,Lipstick Stained Cigarette
40s,Ski Pole,Grey Fleece Hoodie,Ivory Converse,Short Hair,Skull Shaped Ring,Nurse,Late Night,Underground Grocery Store,Sand Stepping Barefoot,Scorch Mark
60s,Potassium Cyanide,Bulletproof Vest,Strapped Leather Sandal,Long Brown hair,Black Disposable Mask,Firefighter,Early Morning,Lonesome Bus Station,Sound of Wave,Crumpled Cigarette Package
50s,Glacial Acetic Acid,Undershirt,Suede Boat shoes,High Ponytail,Thick Chain Nechlace,Banker,Deep Dawn,New Guest House,Keyboard Sound,Empty Cartridge
30s,Fabric Scissors,Duck Patch Hoodie,German Army Trainers,Short Permed Hair,Hand Prothetics,Chef,Late Night,University Hospital,Toilet Flush Sound,Used Toilet Paper
20s,Round Edged Stone,Long Padded Coat,Black Low Sneakers,Long Black Hair,Tennis Wristband,Cleaner,Early Morning,Karaoke Underground,Skid Sounds,Weapon With Fingerprint
40s,Iron Coping Saw,Long Field Jacket,White Stained Boots,Long Hippie Perm,Black Backpack,Actor,Late Afternoon,Small Cafe,Water Flowing Sound,Women`s Underwear
50s,Wooden Handle Hatchet,Long Field Jacket,White Running Shoes,Black Short Babyperm,Buddhist Bead Bracelet,Model,Night,Sashimi Restaurant,Water Shaking,Black Wig Hair
20s,Wood Branch,Short Padded Coat,Ivory Converse,Long Layered Hair,Electronics Anklet,Chef,Late Night,Shared Office Toilet,Sand Stepping Barefoot,Footprint 240mm Loper
20s,Black Handled Scissors,Brown Wool Coat,Black Low Sneakers,Long Curly Hair,Skull Shaped Ring,Soldier,Morning,Night Mountain,Irregular Walking Sound,Body Hair
20s,Computer Monitor,Old Denim Jacket,Chess Patteren loafer,Pomade Hair,Thick Chain Nechlace,Mechanic,Night,Small Theater Onstage,TV Sports Commentaries,Disposable Lighter
20s,Ice Pick,Luxury Brown Shearing,Black Low Sneakers,Long Hair,Thick Chain Nechlace,Athletic Trainer,Morning,Inside Camping Car,Quite Conversation,Women`s Underwear
20s,Green Utility Knife,Grey Hiking Jacket,Blue Football Boots,Short Hair,Charm Earrings,Professor,Deep Dawn,Messy Dumpster Alley,Finger Snap,Skid Mark
30s,Round Edged Stone,Bulletproof Vest,White Platform Sneakers,Mid-long Hair,Black Backpack,Model,Morning,Officetel Management Office,Crack Knuckles,Weapon With Fingerprint
40s,Potassium Cyanide,Vest With Slits,Bare Foot,Long Brown hair,Charm Earrings,Professor,Late Afternoon,Inside Taxi,Grill the Meat,Paint Stain
30s,Pottassium Chloride,Long Padded Coat,Black Dress Shoes,Cherry Red Hair,Eyebrow Piercing,Hotel Receptionist,Late Afternoon,Officetel Management Office,Quite Conversation,Metal Fragments
60s,Rusty Hammer,Logo Printed Windbreaker,Brown Leather Loafer,Long Bleached hair,Electronics Anklet,Janitor,Night,Lonesome Bus Station,Sand Stepping Barefoot,Maggot
20s,Green Paring Knife,Purple Short Cardigan,Thigh High Wellies,Dandy Hairstyle,Buddhist Bead Bracelet,Firefighter,Night,Blackout Parking Lot,Dog Barking,Arson Attempt
50s,Board With Nails,Blue Shirt,Blue Football Boots,Pink Permed Hair,Black Backpack,Director,Late Night,Large Department Sotre,Counting Money,Ripped Cloth
40s,Muscaria Mushroom,Long Field Jacket,Old Leather Oxford,Long Black Hair,Skull Shaped Ring,Sanitation Worker,Late Night,Sashimi Restaurant,Whistle,Black Hair
40s,Wooden Cane,Grey Fleece Hoodie,Black Long Boots,Short Permed Hair,Hand Prothetics,Guard,Late Night,Messy Club,Sound of Wave,Fingerprints
50s,Desert Eagle,Jersey Zip Hoodie,Black Dress Shoes,Short Curly Hair,Black Backpack,Lawyer,Late Night,Inn Near Brothel,People Having Conversation,Headlight
30s,Charging Cable,Vest With Slits,Red Converse,Pink Permed Hair,Colorful Bracelets,Mart Cashier,Night,Karaoke Underground,Crack Knuckles,Black Wig Hair
30s,Ivory Bowie Knife,Grey Fleece Hoodie,White Basketball Shoes,Short Curly Hair,Tennis Wristband,Hair Designer,Morning,Big Old Arboretum,Toilet Flush Sound,Metal Fragments
40s,Green Utility Knife,Purple Short Cardigan,Black Leather Loafer,Mid-long Straight Hair,Black Disposable Mask,Actor,Late Afternoon,Old Snack Bar,Propeller Sound,Weapon With Fingerprint
20s,Walther PPK .32ACP,Khaki Tshirt,Cherry Colored Boots,Bob With Bangs,Charm Earrings,Cleaner,Late Afternoon,Deep Forest,Slip and Crash,Black Vinyl Bag
40s,Red Brick,Grey Knit Shirt,Thigh High Wellies,Long Blonde hair,Skull Shaped Ring,Mart Cashier,Deep Dawn,Inside Camping Car,People Having Conversation,Empty Cartridge
20s,Mechanical Pencil,Luxury Brown Shearing,Ivory Converse,Short Hair,Engagement Ring,Chef,Deep Dawn,Semi Basement Apartment,Remote Air Conditioner,Fly
20s,Rusty Pickaxe,Grey Hiking Jacket,Ochre Leather Loper,Long Curly Hair,Drop earrings,Mechanic,Night,Private English Academy,Twisting Jaw joint,Disposable Lighter
30s,Green Utility Knife,White Tshirt,Chess Patteren loafer,Buzz cut hair,Cross Charm Bracelet,Soldier,Deep Dawn,University Hospital,Skid Sounds,Irregular Footprints
50s,WASP Injection Knife,Jersey Zip Hoodie,White Basketball Shoes,Short Hair,Charm Earrings,Athletic Trainer,Late Night,Officetel Management Office,Finger Snap,Nail Tips
20s,Pesticide,Varsity Jacket,Bare Foot,Bob With Bangs,Thick Chain Nechlace,Guard,Night,Big Old Arboretum,Slip and Crash,Arson Attempt
30s,Teracotta Pot,Emerald Coach Jacket,Black Low Sneakers,Mid-long Curly Hair,Black Disposable Mask,Engineer,Late Night,Self Service Bar,Phone Alarm Ringing,Chewed Gum
30s,Piano Wire,Long Padded Coat,White Basketball Shoes,Long Hair,Leg Prosthetics,Engineer,Night,Old Snack Bar,Neon Sign Noise,Black Hair
20s,Machine Gun K15,Long Sleeve Tshirt,Knee High Wellies,Black Short Babyperm,Electronics Anklet,Engineer,Late Afternoon,Shared Office Toilet,Running Treadmill,Black Wig Hair
20s,Charging Cable,Yellow Short Cardigan,Black Converse,Long Brown hair,Lion Shaped Ring,Chef,Deep Dawn,Shared Office Toilet,Birds Singing,Black Hair
40s,Sharp Pencil,Vest With Slits,White Running Shoes,Cherry Red Hair,Eyebrow Piercing,Nurse,Night,Blackout Parking Lot,Slip and Crash,Fibrous Tissues
50s,Cocaine,Grey Fleece Hoodie,Ivory Converse,Long Hippie Perm,Cross Charm Bracelet,Sanitation Worker,Late Night,SUV Passenger Seat,Whistle,Light Brown Hair
20s,Monkey Wrench,Stripe Tshirt,Blue Football Boots,Comma Hairstyle,Millitary Backpack,Nurse,Night,Amusement Park Pillar,Dog Barking,Women`s Underwear
60s,Submachine Gun AR-18,Ivy League Hoodie,Red Football Boots,Mid-long Straight Hair,Gold Cross Necklace,Mart Cashier,Morning,Haunted House,Finger Snap,Arson Attempt
30s,Irregular Shaped Rock,Jersey Zip Hoodie,Brown Leather Loafer,Long Hair,Lion Shaped Ring,Mart Cashier,Late Afternoon,PC cafe,Pipe Hitting Wall,Black Wig Hair
30s,Hydrochloric Acid,Crop Vest Knit,Ivowy Suede Moccasin,Brown Short Babyperm,Cross Charm Bracelet,Director,Deep Dawn,Dumpster,Propeller Sound,Metal Fragments
30s,Cordless Drill,Jersey Zip Hoodie,Strapped Leather Sandal,Mid-long Straight Hair,Buddhist Bead Bracelet,Chef,Around Midnight,Female Outfit Outlet,Water Flowing Sound,Solid Blood
30s,Wood Branch,Long Sleeve Tshirt,Suede Boat shoes,Comma Hairstyle,Colorful Bracelets,Athlete,Morning,Deep Forest,Phone Alarm Ringing,Weapon With Fingerprint
30s,Wodden Handle Shovel,Vest With Slits,White Running Shoes,Cherry Red Hair,Lion Shaped Ring,Sanitation Worker,Night,Small Old Supermarket,Gas Range On,Maggot
20s,Heroine,Logo Printed Windbreaker,Bare Foot,Short Permed Hair,Buddhist Bead Bracelet,Actor,Late Night,Semi Basement Apartment,Fan Sound,Irregular Footprints
50s,Fabric Scissors,Yellow Short Cardigan,Chess Patteren loafer,Pixie Cut,Tennis Wristband,Athlete,Late Night,Messy Dumpster Alley,Throw Up Blood,Lipstick Without Fingerprint
20s,Muscaria Mushroom,Grey Hiking Jacket,Chess Patteren loafer,Short Hair,Cross Charm Bracelet,Engineer,Late Night,Self Service Bar,Water Flowing Sound,Fingerprints
40s,VX Spray,Long Field Jacket,Knee High Wellies,Short Permed Hair,Gold Cross Necklace,Firefighter,Early Morning,Old DVD room,Quite Conversation,Footprint 240mm Loper
